240817
95687815;PAND FLORA                              ;      249000;      249000;      249000;CJD;
95687823;ESCAMAS                                 ;      239000;      239000;      239000;CJD;
95705597;FRANKLIN                                ;       49000;       49000;       49000;CJD;
95719431;HERITAGE T                              ;       39000;       39000;       39000;CJD;
95719466;HERITAGE T                              ;       39000;       39000;       39000;CJD;
95719474;HERITAGE T                              ;       39000;       39000;       39000;CJD;
95728902;HERITAGE T                              ;       39000;       39000;       39000;CJD;
95728953;HERITAGE T                              ;       39000;       39000;       39000;CJD;
95729046;HERITAGE T                              ;       39000;       39000;       39000;CJD;
95729240;HERITAGE T                              ;       39000;       39000;       39000;CJD;
95737375;HERITAGE T                              ;       49000;       49000;       49000;CJD;
95770275;HALEY                                   ;       49000;       49000;       49000;CJD;
95776389;ARGOLAS 2                               ;       35000;       35000;       35000;CJD;
95781811;ARGOLAS                                 ;      119000;      119000;      119000;CJD;
95783636;ARGOLAS 2                               ;       39000;       39000;       39000;CJD;
95783938;MULTIFUN                                ;       45000;       45000;       45000;CJD;
95784454;BOXED                                   ;       29000;       29000;       29000;CJD;
95785329;NEW BABY                                ;       39000;       39000;       39000;CJD;
95786384;ARGOLAS 2                               ;       11000;       11000;       11000;CJD;
95786872;JAZZ                                    ;      345000;      345000;      345000;CJD;
95788506;LABIRINTOS                              ;       85000;       85000;       85000;CJD;
95789146;CONSTELLAT                              ;       49000;       49000;       49000;CJD;
95790047;VENEZIANA                               ;      115000;      115000;      115000;CJD;
95790268;IN.ROUND                                ;      135000;      135000;      135000;CJD;
95791418;FAUNA                                   ;      559000;      559000;      559000;CJD;
95873228;ARGOLAS 2                               ;       25000;       25000;       25000;CJD;
95873350;ARGOLAS 2                               ;       25000;       25000;       25000;CJD;
95873805;ARGOLAS 2                               ;       11000;       11000;       11000;CJD;
95874097;ARGOLAS 2                               ;       19000;       19000;       19000;CJD;
95874992;ARGOLAS 2                               ;       11000;       11000;       11000;CJD;
95876340;ARGOLAS 2                               ;       59000;       59000;       59000;CJD;
95880313;BUTTERFLY                               ;       65000;       65000;       65000;CJD;
95882367;JAZZ                                    ;      199000;      199000;      199000;CJD;
95888144;GRECIA                                  ;      199000;      199000;      199000;CJD;
95891277;ESTEIRA                                 ;       99000;       99000;       99000;CJD;
95898816;MELLOW                                  ;      119000;      119000;      119000;CJD;
95906215;RAINBOW                                 ;     1099000;     1099000;     1099000;CJD;
95906266;ARGOLAS 2                               ;       45000;       45000;       45000;CJD;
95923047;ESTEIRA                                 ;       99000;       99000;       99000;CJD;
95923063;ESTEIRA                                 ;       99000;       99000;       99000;CJD;
95926704;SINGAPURA                               ;       65000;       65000;       65000;CJD;
95928421;ARGOLAS 2                               ;      199000;      199000;      199000;CJD;
95949623;CHRONO*                                 ;       45000;       45000;       45000;CJD;
95950729;DAME                                    ;       29000;       29000;       29000;CJD;
95952810;DAME                                    ;       29000;       29000;       29000;CJD;
95953744;DAME                                    ;       29000;       29000;       29000;CJD;
95976183;ILUSÃO                                  ;      519000;      519000;      519000;CJD;
95981950;MAMA                                    ;       55000;       55000;       55000;CJD;
95983660;VENEZIANA                               ;      125000;      125000;      125000;CJD;
95986472;HONEY                                   ;       35000;       35000;       35000;CJD;
95987959;INF GOTAS                               ;      125000;      125000;      125000;CJD;
95988947;BOLINHA                                 ;       49000;       49000;       49000;CJD;
95990283;HONEY                                   ;       35000;       35000;       35000;CJD;
95990518;ARGOLAS 2                               ;      199000;      199000;      199000;CJD;
95992944;ARGOLAS                                 ;      299000;      299000;      299000;CJD;
95999680;ROMANCE 2                               ;      129000;      129000;      129000;CJD;
96001372;DECOR                                   ;       45000;       45000;       45000;CJD;
96005297;MELLOW                                  ;      229000;      229000;      229000;CJD;
96005459;MELLOW                                  ;      229000;      229000;      229000;CJD;
96006366;BOMBE                                   ;      345000;      345000;      345000;CJD;
96006463;BOMBE                                   ;      345000;      345000;      345000;CJD;
96006480;BOMBE                                   ;      345000;      345000;      345000;CJD;
96006528;BOMBE                                   ;      345000;      345000;      345000;CJD;
96013958;G VD BRANC                              ;       49000;       49000;       49000;CJD;
96017988;ARGOLAS 2                               ;       69000;       69000;       69000;CJD;
96025697;LUMIERE                                 ;      709000;      709000;      709000;CJD;
96030895;COLONIAL                                ;       55000;       55000;       55000;CJD;
96031050;COLONIAL                                ;       55000;       55000;       55000;CJD;
96031980;LABIRINTOS                              ;      365000;      365000;      365000;CJD;
96032162;LABIRINTOS                              ;      335000;      335000;      335000;CJD;
96032618;TEEN 2                                  ;       55000;       55000;       55000;CJD;
96039507;9COLECTION                              ;       45000;       45000;       45000;CJD;
96057211;CHARM                                   ;       69000;       69000;       69000;CJD;
96057246;CHARM                                   ;       69000;       69000;       69000;CJD;
96069120;JAZZ                                    ;      329000;      329000;      329000;CJD;
96070803;ROUND                                   ;       59000;       59000;       59000;CJD;
96075449;DALI                                    ;      159000;      159000;      159000;CJD;
96080124;DAME                                    ;       29000;       29000;       29000;CJD;
96081570;IGNITION S                              ;      105000;      105000;      105000;CJD;
96081775;IGNITION S                              ;      105000;      105000;      105000;CJD;
96083069;IGNITION S                              ;      105000;      105000;      105000;CJD;
96084138;IGNITION T                              ;      105000;      105000;      105000;CJD;
96084278;IGNITION T                              ;      105000;      105000;      105000;CJD;
96084286;IGNITION T                              ;      105000;      105000;      105000;CJD;
96084308;IGNITION T                              ;      105000;      105000;      105000;CJD;
96085312;HB101                                   ;      115000;      115000;      115000;CJD;
96085380;HB101                                   ;      115000;      115000;      115000;CJD;
96085436;HB101                                   ;      115000;      115000;      115000;CJD;
96088745;INCA                                    ;       89000;       89000;       89000;CJD;
96089997;PAND FLORA                              ;      229000;      229000;      229000;CJD;
96090014;BABY 2                                  ;       19000;       19000;       19000;CJD;
96091754;MELLOW                                  ;      159000;      159000;      159000;CJD;
96091924;MELLOW                                  ;      159000;      159000;      159000;CJD;
96094168;SINGAPURA                               ;       59000;       59000;       59000;CJD;
96094176;SINGAPURA                               ;       45000;       45000;       45000;CJD;
96095237;ROUND                                   ;      109000;      109000;      109000;CJD;
96096055;SINGAPURA                               ;       85000;       85000;       85000;CJD;
96096292;BOLINHA                                 ;       45000;       45000;       45000;CJD;
96096306;ROUND                                   ;       59000;       59000;       59000;CJD;
96096586;TRIBAL 1                                ;      395000;      395000;      395000;CJD;
96097639;INF GOTAS                               ;       85000;       85000;       85000;CJD;
96098341;CORRENTES                               ;       29000;       29000;       29000;CJD;
96099577;COLONIAL                                ;       39000;       39000;       39000;CJD;
96101482;BUTTERFLY                               ;       65000;       65000;       65000;CJD;
96101946;BOMBE                                   ;      245000;      245000;      245000;CJD;
96102144;INF GOTAS                               ;       85000;       85000;       85000;CJD;
96105178;PAND FLORA                              ;      399000;      399000;      399000;CJD;
96107081;HERITAGE                                ;       89000;       89000;       89000;CJD;
96107871;HERITAGE                                ;      125000;      125000;      125000;CJD;
96108827;HERITAGE                                ;      169000;      169000;      169000;CJD;
96111704;HERITAGE                                ;      109000;      109000;      109000;CJD;
96112514;HERITAGE                                ;       89000;       89000;       89000;CJD;
96114231;ACCESSORY                               ;       95000;       95000;       95000;CJD;
96114517;ACCESSORY                               ;      119000;      119000;      119000;CJD;
96115025;ACCESSORY                               ;       95000;       95000;       95000;CJD;
96128593;SINGAPURA                               ;       69000;       69000;       69000;CJD;
96128658;SINGAPURA                               ;       69000;       69000;       69000;CJD;
96128712;SINGAPURA                               ;       69000;       69000;       69000;CJD;
96128763;SINGAPURA                               ;       69000;       69000;       69000;CJD;
96128828;SINGAPURA                               ;       69000;       69000;       69000;CJD;
96128844;SINGAPURA                               ;       69000;       69000;       69000;CJD;
96128895;SINGAPURA                               ;       69000;       69000;       69000;CJD;
96129549;BOLINHA                                 ;       49000;       49000;       49000;CJD;
96130270;WISH 1                                  ;      909000;      909000;      909000;CJD;
96130768;KNOT                                    ;      499000;      499000;      499000;CJD;
96131357;SOFT                                    ;       99000;       99000;       99000;CJD;
96132540;ELOS PORT                               ;      135000;      135000;      135000;CJD;
96135778;ESTEIRA                                 ;       49000;       49000;       49000;CJD;
96135891;RAINBOW                                 ;     1099000;     1099000;     1099000;CJD;
96136170;COLONIAL                                ;       15000;       15000;       15000;CJD;
96137525;ARGOLAS 2                               ;       55000;       55000;       55000;CJD;
96137908;BOLINHA                                 ;       49000;       49000;       49000;CJD;
96139137;CORRENTES                               ;       49000;       49000;       49000;CJD;
96139196;WISH TIMBR                              ;      779000;      779000;      779000;CJD;
96139226;WISH TIMBR                              ;      139000;      139000;      139000;CJD;
96139234;WISH TIMBR                              ;      139000;      139000;      139000;CJD;
96145625;COLONIAL                                ;       15000;       15000;       15000;CJD;
96150629;GRECIA-PER                              ;       99000;       99000;       99000;CJD;
96152125;ESTEIRA 2                               ;     1799000;     1799000;     1799000;CJD;
96153636;G VD BRANC                              ;       49000;       49000;       49000;CJD;
96153717;G VD BRANC                              ;       49000;       49000;       49000;CJD;
96154446;G VD BRANC                              ;       65000;       65000;       65000;CJD;
96154470;G VD BRANC                              ;       65000;       65000;       65000;CJD;
96155868;G VD BRANC                              ;       49000;       49000;       49000;CJD;
96158581;SOFT                                    ;      215000;      215000;      215000;CJD;
96158603;INF GOTAS                               ;       59000;       59000;       59000;CJD;
96158700;ARGOLAS                                 ;       59000;       59000;       59000;CJD;
96159090;PAND FLORA                              ;      249000;      249000;      249000;CJD;
96159111;ELOS PORT                               ;       39000;       39000;       39000;CJD;
96162406;ARGOLAS 2                               ;       45000;       45000;       45000;CJD;
96163186;ARGOLAS 2                               ;       11000;       11000;       11000;CJD;
96164662;PAND FLORA                              ;      229000;      229000;      229000;CJD;
96164930;BABY 2                                  ;       19000;       19000;       19000;CJD;
96165162;BABY 2                                  ;       19000;       19000;       19000;CJD;
96165758;BOLINHA                                 ;       75000;       75000;       75000;CJD;
96179660;KNOT                                    ;      119000;      119000;      119000;CJD;
96181648;VENEZIANA                               ;      129000;      129000;      129000;CJD;
96185619;INF GOTAS                               ;      125000;      125000;      125000;CJD;
96185970;ARGOLAS                                 ;      165000;      165000;      165000;CJD;
96187700;AL.INTEIRA                              ;      299000;      299000;      299000;CJD;
96188030;AL.INTEIRA                              ;       59000;       59000;       59000;CJD;
96189592;SOLIT. 2                                ;      479000;      479000;      479000;CJD;
96194928;TRIBAL                                  ;      319000;      319000;      319000;CJD;
96210478;WISH 1                                  ;     1045000;     1045000;     1045000;CJD;
96210699;TROPICAL                                ;       39000;       39000;       39000;CJD;
96210753;TROPICAL                                ;       55000;       55000;       55000;CJD;
96213809;SOLIT. 2                                ;     2185000;     2185000;     2185000;CJD;
96220180;BAMBU                                   ;      135000;      135000;      135000;CJD;
96220589;BAMBU                                   ;      135000;      135000;      135000;CJD;
96226480;BAMBU                                   ;      299000;      299000;      299000;CJD;
96229853;COLONIAL                                ;        9000;        9000;        9000;CJD;
96231327;ESTEIRA                                 ;       99000;       99000;       99000;CJD;
96231530;ARGOLAS 2                               ;       19000;       19000;       19000;CJD;
96234482;INF GOTAS                               ;       59000;       59000;       59000;CJD;
96240784;ROMANCE 2                               ;      129000;      129000;      129000;CJD;
96244917;COLONIAL                                ;        9000;        9000;        9000;CJD;
96246081;ARGOLAS 2                               ;       39000;       39000;       39000;CJD;
96249056;COLONIAL                                ;       29000;       29000;       29000;CJD;
96254378;SOFT                                    ;      325000;      325000;      325000;CJD;
96255749;INF GOTAS                               ;      125000;      125000;      125000;CJD;
96258080;BABY 2                                  ;       19000;       19000;       19000;CJD;
96273143;ALTERNATI                               ;       15000;       15000;       15000;CJD;
96274875;ALTERNATI                               ;       15000;       15000;       15000;CJD;
96278455;ALTERNATI                               ;       25000;       25000;       25000;CJD;
96282614;ALTERNATI                               ;       25000;       25000;       25000;CJD;
96310146;BABY 2                                  ;       12000;       12000;       12000;CJD;
96310391;BABY 2                                  ;       14000;       14000;       14000;CJD;
96311576;BABY 2                                  ;       14000;       14000;       14000;CJD;
96317655;BABY 2                                  ;        7000;        7000;        7000;CJD;
96317701;BABY 2                                  ;        7000;        7000;        7000;CJD;
96323280;BABY                                    ;       25000;       25000;       25000;CJD;
96323507;BABY                                    ;       25000;       25000;       25000;CJD;
96327715;BABY                                    ;       15000;       15000;       15000;CJD;
96332670;BABY 2                                  ;        8000;        8000;        8000;CJD;
96333332;BABY 2                                  ;        8000;        8000;        8000;CJD;
96333880;BABY 2                                  ;        7000;        7000;        7000;CJD;
96334924;BABY 2                                  ;        8000;        8000;        8000;CJD;
96336072;BABY 2                                  ;       11000;       11000;       11000;CJD;
96336200;BABY 2                                  ;       11000;       11000;       11000;CJD;
96337192;BABY 2                                  ;       11000;       11000;       11000;CJD;
96339209;BABY 2                                  ;       11000;       11000;       11000;CJD;
96339420;BABY 2                                  ;       11000;       11000;       11000;CJD;
96340266;BABY 2                                  ;        9000;        9000;        9000;CJD;
96340789;BABY 2                                  ;        9000;        9000;        9000;CJD;
96343206;BABY                                    ;       29000;       29000;       29000;CJD;
96343532;BABY                                    ;       29000;       29000;       29000;CJD;
96344164;BABY 2                                  ;        9000;        9000;        9000;CJD;
96345110;BABY 2                                  ;        9000;        9000;        9000;CJD;
96346973;BABY 2                                  ;        8000;        8000;        8000;CJD;
96347015;BABY 2                                  ;        8000;        8000;        8000;CJD;
96347350;BABY 2                                  ;       27000;       27000;       27000;CJD;
96347740;BABY 2                                  ;       27000;       27000;       27000;CJD;
96348208;BABY 2                                  ;        7000;        7000;        7000;CJD;
96348240;BABY 2                                  ;        7000;        7000;        7000;CJD;
96348488;BABY 2                                  ;        7000;        7000;        7000;CJD;
96348615;BABY 2                                  ;        7000;        7000;        7000;CJD;
96348755;BABY 2                                  ;        8000;        8000;        8000;CJD;
